D:\articleProj\IMG\center_2022_10_15_19_11_28_025.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_28_025.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_28_025.jpg,-0.09671885,1,0,11.01307
D:\articleProj\IMG\center_2022_10_15_19_11_28_096.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_28_096.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_28_096.jpg,0,1,0,11.49713
D:\articleProj\IMG\center_2022_10_15_19_11_28_168.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_28_168.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_28_168.jpg,0,1,0,12.47289
D:\articleProj\IMG\center_2022_10_15_19_11_28_240.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_28_240.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_28_240.jpg,0,1,0,13.29337
D:\articleProj\IMG\center_2022_10_15_19_11_28_311.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_28_311.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_28_311.jpg,-0.2,1,0,14.09645
D:\articleProj\IMG\center_2022_10_15_19_11_28_380.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_28_380.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_28_380.jpg,-0.4,1,0,14.87127
D:\articleProj\IMG\center_2022_10_15_19_11_28_449.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_28_449.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_28_449.jpg,-0.4441893,1,0,15.41352
D:\articleProj\IMG\center_2022_10_15_19_11_28_517.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_28_517.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_28_517.jpg,-0.2594284,1,0,16.06997
D:\articleProj\IMG\center_2022_10_15_19_11_28_586.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_28_586.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_28_586.jpg,-0.01205434,1,0,16.91728
D:\articleProj\IMG\center_2022_10_15_19_11_28_655.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_28_655.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_28_655.jpg,0,1,0,17.50184
D:\articleProj\IMG\center_2022_10_15_19_11_28_724.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_28_724.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_28_724.jpg,0,1,0,18.33414
D:\articleProj\IMG\center_2022_10_15_19_11_28_792.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_28_792.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_28_792.jpg,0,1,0,18.9568
D:\articleProj\IMG\center_2022_10_15_19_11_28_860.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_28_860.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_28_860.jpg,0,1,0,19.7727
D:\articleProj\IMG\center_2022_10_15_19_11_28_932.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_28_932.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_28_932.jpg,0,1,0,20.37942
D:\articleProj\IMG\center_2022_10_15_19_11_29_002.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_29_002.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_29_002.jpg,0,1,0,21.18426
D:\articleProj\IMG\center_2022_10_15_19_11_29_071.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_29_071.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_29_071.jpg,0,1,0,21.78587
D:\articleProj\IMG\center_2022_10_15_19_11_29_139.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_29_139.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_29_139.jpg,-0.05,1,0,22.37815
D:\articleProj\IMG\center_2022_10_15_19_11_29_206.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_29_206.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_29_206.jpg,-0.25,1,0,23.13615
D:\articleProj\IMG\center_2022_10_15_19_11_29_275.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_29_275.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_29_275.jpg,-0.4,1,0,23.65815
D:\articleProj\IMG\center_2022_10_15_19_11_29_345.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_29_345.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_29_345.jpg,-0.279705,1,0,24.36922
D:\articleProj\IMG\center_2022_10_15_19_11_29_414.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_29_414.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_29_414.jpg,-0.107328,1,0,24.95217
D:\articleProj\IMG\center_2022_10_15_19_11_29_486.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_29_486.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_29_486.jpg,0,1,0,25.70549
D:\articleProj\IMG\center_2022_10_15_19_11_29_556.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_29_556.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_29_556.jpg,0,1,0,26.27301
D:\articleProj\IMG\center_2022_10_15_19_11_29_624.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_29_624.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_29_624.jpg,0,1,0,27.02593
D:\articleProj\IMG\center_2022_10_15_19_11_29_693.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_29_693.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_29_693.jpg,0,1,0,27.58662
D:\articleProj\IMG\center_2022_10_15_19_11_29_762.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_29_762.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_29_762.jpg,0,1,0,28.32993
D:\articleProj\IMG\center_2022_10_15_19_11_29_830.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_29_830.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_29_830.jpg,-0.15,1,0,28.87617
D:\articleProj\IMG\center_2022_10_15_19_11_29_899.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_29_899.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_29_899.jpg,-0.3,1,0,29.38474
D:\articleProj\IMG\center_2022_10_15_19_11_29_970.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_29_970.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_29_970.jpg,-0.5000001,1,0,29.98191
D:\articleProj\IMG\center_2022_10_15_19_11_30_037.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_30_037.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_30_037.jpg,-0.6500001,1,0,30.12579
D:\articleProj\IMG\center_2022_10_15_19_11_30_107.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_30_107.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_30_107.jpg,-0.8500001,1,0,30.10589
D:\articleProj\IMG\center_2022_10_15_19_11_30_180.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_30_180.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_30_180.jpg,-1,1,0,30.09442
D:\articleProj\IMG\center_2022_10_15_19_11_30_247.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_30_247.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_30_247.jpg,-0.8197669,1,0,30.1576
D:\articleProj\IMG\center_2022_10_15_19_11_30_317.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_30_317.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_30_317.jpg,-0.6565363,1,0,30.19524
D:\articleProj\IMG\center_2022_10_15_19_11_30_387.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_30_387.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_30_387.jpg,-0.3986499,1,0,30.20928
D:\articleProj\IMG\center_2022_10_15_19_11_30_460.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_30_460.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_30_460.jpg,-0.2290086,1,0,30.20268
D:\articleProj\IMG\center_2022_10_15_19_11_30_535.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_30_535.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_30_535.jpg,0,1,0,30.18386
D:\articleProj\IMG\center_2022_10_15_19_11_30_609.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_30_609.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_30_609.jpg,0.2,1,0,30.16966
D:\articleProj\IMG\center_2022_10_15_19_11_30_680.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_30_680.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_30_680.jpg,0.35,1,0,30.14927
D:\articleProj\IMG\center_2022_10_15_19_11_30_753.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_30_753.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_30_753.jpg,0.5500001,1,0,30.12999
D:\articleProj\IMG\center_2022_10_15_19_11_30_828.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_30_828.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_30_828.jpg,0.6738306,1,0,30.12833
D:\articleProj\IMG\center_2022_10_15_19_11_30_902.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_30_902.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_30_902.jpg,0.4518239,1,0,30.1861
D:\articleProj\IMG\center_2022_10_15_19_11_30_972.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_30_972.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_30_972.jpg,0.2677169,1,0,30.1956
D:\articleProj\IMG\center_2022_10_15_19_11_31_038.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_31_038.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_31_038.jpg,0.09064464,1,0,30.19057
D:\articleProj\IMG\center_2022_10_15_19_11_31_112.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_31_112.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_31_112.jpg,-0.1,1,0,30.1762
D:\articleProj\IMG\center_2022_10_15_19_11_31_184.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_31_184.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_31_184.jpg,-0.3,1,0,30.15826
D:\articleProj\IMG\center_2022_10_15_19_11_31_258.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_31_258.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_31_258.jpg,-0.1659726,1,0,30.18528
D:\articleProj\IMG\center_2022_10_15_19_11_31_329.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_31_329.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_31_329.jpg,0,1,0,30.18919
D:\articleProj\IMG\center_2022_10_15_19_11_31_402.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_31_402.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_31_402.jpg,0,1,0,30.18981
D:\articleProj\IMG\center_2022_10_15_19_11_31_476.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_31_476.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_31_476.jpg,0,1,0,30.19002
D:\articleProj\IMG\center_2022_10_15_19_11_31_550.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_31_550.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_31_550.jpg,0,1,0,30.19207
D:\articleProj\IMG\center_2022_10_15_19_11_31_625.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_31_625.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_31_625.jpg,0,1,0,30.19012
D:\articleProj\IMG\center_2022_10_15_19_11_31_697.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_31_697.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_31_697.jpg,-0.1,1,0,30.1878
D:\articleProj\IMG\center_2022_10_15_19_11_31_770.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_31_770.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_31_770.jpg,-0.3,1,0,30.17119
D:\articleProj\IMG\center_2022_10_15_19_11_31_844.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_31_844.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_31_844.jpg,-0.06875107,1,0,30.19097
D:\articleProj\IMG\center_2022_10_15_19_11_31_914.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_31_914.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_31_914.jpg,0,1,0,30.18924
D:\articleProj\IMG\center_2022_10_15_19_11_31_986.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_31_986.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_31_986.jpg,0,1,0,30.19008
D:\articleProj\IMG\center_2022_10_15_19_11_32_053.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_32_053.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_32_053.jpg,0,1,0,30.19024
D:\articleProj\IMG\center_2022_10_15_19_11_32_123.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_32_123.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_32_123.jpg,0,1,0,30.19028
D:\articleProj\IMG\center_2022_10_15_19_11_32_192.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_32_192.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_32_192.jpg,-0.05,1,0,30.18985
D:\articleProj\IMG\center_2022_10_15_19_11_32_262.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_32_262.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_32_262.jpg,-0.25,1,0,30.17529
D:\articleProj\IMG\center_2022_10_15_19_11_32_331.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_32_331.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_32_331.jpg,-0.4,1,0,30.15793
D:\articleProj\IMG\center_2022_10_15_19_11_32_400.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_32_400.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_32_400.jpg,-0.2620302,1,0,30.18764
D:\articleProj\IMG\center_2022_10_15_19_11_32_468.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_32_468.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_32_468.jpg,-0.05815562,1,0,30.1908
D:\articleProj\IMG\center_2022_10_15_19_11_32_541.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_32_541.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_32_541.jpg,0,1,0,30.18841
D:\articleProj\IMG\center_2022_10_15_19_11_32_617.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_32_617.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_32_617.jpg,0,1,0,30.18998
D:\articleProj\IMG\center_2022_10_15_19_11_32_692.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_32_692.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_32_692.jpg,0,1,0,30.19024
D:\articleProj\IMG\center_2022_10_15_19_11_32_767.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_32_767.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_32_767.jpg,0,1,0,30.19031
D:\articleProj\IMG\center_2022_10_15_19_11_32_844.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_32_844.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_32_844.jpg,0,1,0,30.1903
D:\articleProj\IMG\center_2022_10_15_19_11_32_920.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_32_920.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_32_920.jpg,-0.05,1,0,30.18974
D:\articleProj\IMG\center_2022_10_15_19_11_32_988.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_32_988.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_32_988.jpg,-0.2,1,0,30.18001
D:\articleProj\IMG\center_2022_10_15_19_11_33_062.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_33_062.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_33_062.jpg,-0.4,1,0,30.15759
D:\articleProj\IMG\center_2022_10_15_19_11_33_134.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_33_134.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_33_134.jpg,-0.4791248,1,0,30.15001
D:\articleProj\IMG\center_2022_10_15_19_11_33_210.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_33_210.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_33_210.jpg,-0.2291795,1,0,30.19256
D:\articleProj\IMG\center_2022_10_15_19_11_33_282.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_33_282.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_33_282.jpg,-0.01209953,1,0,30.18786
D:\articleProj\IMG\center_2022_10_15_19_11_33_361.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_33_361.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_33_361.jpg,0,1,0,30.18927
D:\articleProj\IMG\center_2022_10_15_19_11_33_438.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_33_438.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_33_438.jpg,0,1,0,30.18934
D:\articleProj\IMG\center_2022_10_15_19_11_33_506.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_33_506.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_33_506.jpg,0,1,0,30.19028
D:\articleProj\IMG\center_2022_10_15_19_11_33_573.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_33_573.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_33_573.jpg,0,1,0,30.19034
D:\articleProj\IMG\center_2022_10_15_19_11_33_641.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_33_641.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_33_641.jpg,0,1,0,30.1903
D:\articleProj\IMG\center_2022_10_15_19_11_33_708.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_33_708.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_33_708.jpg,0,1,0,30.1911
D:\articleProj\IMG\center_2022_10_15_19_11_33_784.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_33_784.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_33_784.jpg,0,1,0,30.19005
D:\articleProj\IMG\center_2022_10_15_19_11_33_860.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_33_860.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_33_860.jpg,0,1,0,30.1901
D:\articleProj\IMG\center_2022_10_15_19_11_33_928.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_33_928.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_33_928.jpg,0,1,0,30.19071
D:\articleProj\IMG\center_2022_10_15_19_11_33_995.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_33_995.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_33_995.jpg,0,1,0,30.1898
D:\articleProj\IMG\center_2022_10_15_19_11_34_065.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_34_065.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_34_065.jpg,0,1,0,30.18999
D:\articleProj\IMG\center_2022_10_15_19_11_34_137.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_34_137.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_34_137.jpg,0,1,0,30.18862
D:\articleProj\IMG\center_2022_10_15_19_11_34_208.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_34_208.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_34_208.jpg,0,1,0,30.19051
D:\articleProj\IMG\center_2022_10_15_19_11_34_279.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_34_279.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_34_279.jpg,0,1,0,30.1904
D:\articleProj\IMG\center_2022_10_15_19_11_34_349.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_34_349.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_34_349.jpg,0,1,0,30.18915
D:\articleProj\IMG\center_2022_10_15_19_11_34_421.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_34_421.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_34_421.jpg,-0.15,1,0,30.18434
D:\articleProj\IMG\center_2022_10_15_19_11_34_491.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_34_491.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_34_491.jpg,-0.3,1,0,30.16893
D:\articleProj\IMG\center_2022_10_15_19_11_34_561.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_34_561.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_34_561.jpg,-0.1412031,1,0,30.19024
D:\articleProj\IMG\center_2022_10_15_19_11_34_632.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_34_632.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_34_632.jpg,0,1,0,30.18827
D:\articleProj\IMG\center_2022_10_15_19_11_34_705.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_34_705.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_34_705.jpg,0,1,0,30.18989
D:\articleProj\IMG\center_2022_10_15_19_11_34_775.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_34_775.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_34_775.jpg,0,1,0,30.19013
D:\articleProj\IMG\center_2022_10_15_19_11_34_846.jpg,D:\articleProj\IMG\left_2022_10_15_19_11_34_846.jpg,D:\articleProj\IMG\right_2022_10_15_19_11_34_846.jpg,0,1,0,30.19015
